Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons,Daily $M (2020),Daily Tons (2020),Daily $M (Net Change 2020 to 2045),Daily Tons (Net Change 2020 to 2045),Daily $M (Growth 2020 to 2045),Daily Tons (Growth 2020 to 2045),Daily $M (Decrease 2020 to 2045),Daily Tons (Decrease 2020 to 2045)
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Food,4.563,2796,855.95,524,290.625,178,60.019,37,3.811,2302,0.752,494,0.752,494,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Gravel, Sand, etc.",0.009,645,2.53,189,0.629,47,0.301,22,0.005,352,0.004,293,0.004,293,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Machinery,2.963,632,701.911,150,80.616,17,50.174,11,1.513,489,1.45,143,1.45,143,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Misc manufactured,1.207,192,451.305,72,130.716,21,0,0,0.345,62,0.862,130,0.862,130,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Motor Vehicles, etc.",7.828,567,1814.02,131,241.441,17,372.548,27,2.872,186,4.956,381,4.956,381,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Wood, Paper, etc.",0.909,1715,144.271,272,50.389,95,25.956,49,0.468,880,0.441,835,0.441,835,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Agriculture,0.123,268,51.348,112,0.311,1,0,0,0.035,78,0.088,190,0.088,190,0,0
Lombard St EB OR 99E,Columbia Corridor,455.77204,-1226.5723,All Goods,6.283,3066,2561.12,1301,291.036,112,485.997,52,2.441,3013,3.842,53,3.842,53,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Chemical,0.225,384,139.935,238,0,0,0.781,1,0.11,195,0.115,189,0.115,189,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Coal, Oil, Waste, etc.",0.535,1049,183.583,360,31.389,62,0,0,1.044,1963,-0.509,-914,0,0,0.509,914
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Electronics,2.581,92,832.868,30,152.403,5,428.04,15,0.166,8,2.415,84,2.415,84,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Food,0.756,463,332.424,204,26.577,16,57.123,35,0.578,349,0.178,114,0.178,114,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Gravel, Sand, etc.",0.003,251,0.96,72,0.049,4,0,0,0.001,69,0.002,182,0.002,182,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Machinery,0.957,204,479.859,102,35.293,8,0,0,0.26,84,0.697,120,0.697,120,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Misc manufactured,0.278,44,121.997,19,0,0,0,0,0.012,2,0.266,42,0.266,42,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Motor Vehicles, etc.",0.684,50,344.273,25,37.694,3,0,0,0.098,6,0.586,44,0.586,44,0,0
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Wood, Paper, etc.",0.139,263,73.873,139,7.32,14,0.053,0,0.138,259,0.001,4,0.001,4,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Agriculture,0.2,435,107.534,234,0.05,0,0,0,0.018,39,0.182,396,0.182,396,0,0
Lombard St WB OR 99E,Columbia Corridor,455.77204,-1226.5723,All Goods,6.188,2587,2067.388,1112,99.396,71,67.157,54,3.83,2403,2.358,184,2.358,184,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Chemical,0.092,157,52.081,89,0,0,0,0,0.01,18,0.082,139,0.082,139,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Coal, Oil, Waste, etc.",0.239,469,114.083,224,18.463,36,7.653,15,0.621,1167,-0.382,-698,0,0,0.382,698
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Electronics,2.837,101,547.031,19,5.887,0,0,0,1.325,67,1.512,34,1.512,34,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Food,0.797,488,253.028,155,32.182,20,0,0,0.987,596,-0.19,-108,0,0,0.19,108
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Gravel, Sand, etc.",0.002,175,1.254,94,0.033,2,0,0,0.001,99,0.001,76,0.001,76,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Machinery,0.948,202,394.961,84,41.024,9,43.97,9,0.289,93,0.659,109,0.659,109,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Misc manufactured,0.341,54,198.654,32,0,0,0,0,0.126,22,0.215,32,0.215,32,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Motor Vehicles, etc.",0.481,35,314.68,23,0,0,0,0,0.305,20,0.176,15,0.176,15,0,0
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Wood, Paper, etc.",0.25,471,84.082,159,1.756,3,15.535,29,0.149,280,0.101,191,0.101,191,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Agriculture,0.279,608,44.743,97,6.666,15,2.345,5,0.099,221,0.18,387,0.18,387,0,0
NE Columbia Blvd EB,Columbia Corridor,455.6931052,-1226.078339,All Goods,26.595,13537,4990.815,2847,1761.837,861,818.766,210,13.418,10088,13.177,3449,13.177,3449,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Chemical,1.75,2978,518.29,882,125.564,214,21.856,37,0.805,1420,0.945,1558,0.945,1558,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Coal, Oil, Waste, etc.",2.15,4215,402.841,790,132.804,260,26.946,53,2.468,4640,-0.318,-425,0,0,0.318,425
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Electronics,5.521,196,484.125,17,269.045,10,216.662,8,1.629,83,3.892,113,3.892,113,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Food,2.588,1586,385.435,236,124.822,76,76.77,47,1.519,918,1.069,668,1.069,668,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Gravel, Sand, etc.",0.01,767,1.75,131,0.831,62,0,0,0.008,590,0.002,177,0.002,177,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Machinery,8.001,1706,1640.276,350,773.683,165,134.656,29,3.766,1218,4.235,488,4.235,488,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Misc manufactured,1.155,184,252.373,40,54.857,9,0,0,0.479,86,0.676,98,0.676,98,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Motor Vehicles, etc.",4.632,335,1143.89,83,256.598,19,335.553,24,2.236,145,2.396,190,2.396,190,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Wood, Paper, etc.",0.51,963,117.092,221,16.967,32,3.977,8,0.409,769,0.101,194,0.101,194,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Agriculture,1.73,3765,341.96,744,125.106,272,66.743,145,0.494,1106,1.236,2659,1.236,2659,0,0
NE Columbia Blvd WB,Columbia Corridor,455.7030103,-1226.076965,All Goods,24.276,11827,4497.909,2361,1517.461,778,754.452,361,12.163,6978,12.113,4849,12.113,4849,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Chemical,0.96,1635,215.648,367,61.685,105,13.379,23,0.566,999,0.394,636,0.394,636,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Coal, Oil, Waste, etc.",0.698,1367,162.193,318,59.694,117,17.032,33,0.843,1585,-0.145,-218,0,0,0.145,218
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Electronics,5.275,187,280,10,502.592,18,13.825,0,3.084,156,2.191,31,2.191,31,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Food,3.737,2290,598.538,367,239.266,147,90.621,56,2.406,1454,1.331,836,1.331,836,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Gravel, Sand, etc.",0.003,247,1.125,84,0.212,16,0,0,0.004,320,-0.001,-73,0,0,0.001,73
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Machinery,2.12,452,593.338,127,82.331,18,121.989,26,1.256,406,0.864,46,0.864,46,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Misc manufactured,1.021,162,302.799,48,106.138,17,0,0,0.318,57,0.703,105,0.703,105,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Motor Vehicles, etc.",8.132,589,1919.107,139,316.01,23,405.574,29,2.812,182,5.32,407,5.32,407,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Wood, Paper, etc.",0.6,1133,83.203,157,24.426,46,25.289,48,0.379,713,0.221,420,0.221,420,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Agriculture,0.065,142,29.395,64,0,0,5.725,12,0.016,37,0.049,105,0.049,105,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,455.97952,-1226.00569,All Goods,5.361,2241,1922.379,1007,12.885,48,200.747,73,2.474,1768,2.887,473,2.887,473,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Chemical,0.03,51,3.476,6,0,0,0,0,0.027,47,0.003,4,0.003,4,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,"Coal, Oil, Waste, etc.",0.205,401,94.501,185,0,0,3.827,8,0.4,752,-0.195,-351,0,0,0.195,351
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Electronics,2.604,92,614.115,22,0,0,164.283,6,0.487,25,2.117,67,2.117,67,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Food,0.57,349,201.303,123,12.241,8,12.527,8,0.27,163,0.3,186,0.3,186,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,"Gravel, Sand, etc.",0.008,578,3.067,229,0.537,40,0.251,19,0.003,253,0.005,325,0.005,325,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Machinery,1.143,244,579.009,123,0,0,0.775,0,0.49,158,0.653,86,0.653,86,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,Misc manufactured,0.153,24,53.26,8,0,0,2.656,0,0,0,0.153,24,0.153,24,0,0
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,"Motor Vehicles, etc.",0.409,30,222.875,16,0,0,0,0,0.624,40,-0.215,-10,0,0,0.215,10
NE Marine Drive EB 33rd Ave,Columbia Corridor,45.597952,-122.600569,"Wood, Paper, etc.",0.175,330,121.377,229,0.108,0,10.704,20,0.156,293,0.019,37,0.019,37,0,0
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Agriculture,0.154,336,38.285,83,8.247,18,7.704,17,0.03,68,0.124,268,0.124,268,0,0
NE Marine Drive WB 33rd Ave,Columbia Corridor,455.98986,-1226.00076,All Goods,3.359,1522,899.158,330,23.46,58,114.01,76,2.726,1426,0.633,96,0.633,96,0,0
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Chemical,0.038,65,11.089,19,0,0,0.194,0,0.054,95,-0.016,-30,0,0,0.016,30
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,"Coal, Oil, Waste, etc.",0.047,93,12.403,24,0,0,1.849,4,0.141,266,-0.094,-173,0,0,0.094,173
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Electronics,0.522,19,264.508,9,0,0,0.852,0,0.711,36,-0.189,-17,0,0,0.189,17
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Food,0.374,229,78.406,48,1.326,1,4.604,3,0.617,373,-0.243,-144,0,0,0.243,144
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,"Gravel, Sand, etc.",0.002,165,0,0,0.286,21,0,0,0.003,206,-0.001,-41,0,0,0.001,41
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Machinery,0.66,141,181.292,39,0,0,15.658,3,0.28,90,0.38,51,0.38,51,0,0
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,Misc manufactured,0.086,14,27.586,4,4.272,1,0,0,0.148,27,-0.062,-13,0,0,0.062,13
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,"Motor Vehicles, etc.",1.281,93,240.396,17,0,0,59.27,4,0.623,40,0.658,53,0.658,53,0,0
NE Marine Drive WB 33rd Ave,Columbia Corridor,45.598986,-122.600076,"Wood, Paper, etc.",0.195,369,45.192,85,9.329,18,23.88,45,0.12,226,0.075,143,0.075,143,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Agriculture,3.348,7286,702.841,1530,178.918,389,212.601,463,1.671,3743,1.677,3543,1.677,3543,0,0
I-205 NB Johnson,Gateway to Oregon City,454.462099,-1225.697236,All Goods,62.592,39390,14140.872,9114,4579.063,2275,3539.907,2828,32.78,23682,29.812,15708,29.812,15708,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Chemical,1.515,2578,353.172,601,128.694,219,83.186,142,0.745,1313,0.77,1265,0.77,1265,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Coal, Oil, Waste, etc.",3.805,7458,885.786,1736,187.693,368,165.803,325,2.659,4998,1.146,2460,1.146,2460,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Electronics,15.899,564,3562.945,126,1628.982,58,435.846,15,5.683,288,10.216,276,10.216,276,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Food,10.649,6525,2277.009,1395,639.339,392,543.232,333,6.989,4222,3.66,2303,3.66,2303,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Gravel, Sand, etc.",0.058,4304,19.073,1427,3.124,234,5.118,383,0.028,2030,0.03,2274,0.03,2274,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Machinery,8.675,1850,1888.364,403,617.781,132,280.204,60,3.185,1029,5.49,821,5.49,821,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Misc manufactured,9.122,1450,1840.142,292,513.78,82,1109.037,176,4.535,813,4.587,637,4.587,637,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Motor Vehicles, etc.",5.839,423,1832.526,133,486.603,35,220.013,16,4.657,302,1.182,121,1.182,121,0,0
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Wood, Paper, etc.",3.683,6953,779.013,1471,194.15,367,484.867,915,2.629,4942,1.054,2011,1.054,2011,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Agriculture,2.853,6210,517.988,1127,185.26,403,222.122,483,1.508,3378,1.345,2832,1.345,2832,0,0
I-205 NB OR 212,Gateway to Oregon City,454.1266776,-1225.723362,All Goods,59.729,36406,14379.198,8457,4132.893,2211,3648.195,2810,29.702,23629,30.027,12777,30.027,12777,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Chemical,1.424,2424,356.51,607,86.654,147,72.694,124,0.81,1429,0.614,995,0.614,995,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Coal, Oil, Waste, etc.",3.826,7499,886.829,1738,200.166,392,192.116,377,3.011,5660,0.815,1839,0.815,1839,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Electronics,16.673,592,4545.041,161,1271.276,45,848.64,30,5.871,298,10.802,294,10.802,294,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Food,9.97,6109,2298.099,1408,617.118,378,437.317,268,6.833,4128,3.137,1981,3.137,1981,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Gravel, Sand, etc.",0.045,3378,16.675,1248,2.495,187,5.018,375,0.028,2043,0.017,1335,0.017,1335,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Machinery,8.904,1899,1974.891,421,709.827,151,274.792,59,2.924,945,5.98,954,5.98,954,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Misc manufactured,9.151,1454,1983.316,315,537.375,85,1109.037,176,3.898,699,5.253,755,5.253,755,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Motor Vehicles, etc.",3.387,245,1082.782,78,311.424,23,0,0,2.209,143,1.178,102,1.178,102,0,0
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Wood, Paper, etc.",3.495,6597,717.067,1354,211.296,399,486.459,918,2.61,4906,0.885,1691,0.885,1691,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Agriculture,3.364,7322,718.396,1563,179.93,392,212.601,463,1.78,3987,1.584,3335,1.584,3335,0,0
I-205 NB Stark,Gateway to Oregon City,455.1150508,-1225.646964,All Goods,65.763,40140,14224.912,9165,4322.87,2249,3620.423,2881,32.917,24600,32.846,15540,32.846,15540,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Chemical,1.637,2787,381.127,649,133.369,227,93.348,159,0.763,1346,0.874,1441,0.874,1441,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Coal, Oil, Waste, etc.",3.676,7205,856.921,1680,173.421,340,164.745,323,2.731,5134,0.945,2071,0.945,2071,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Electronics,16.72,593,3417.226,121,1372.51,49,442.418,16,5.784,293,10.936,300,10.936,300,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Food,10.828,6634,2258.378,1384,660.479,405,543.232,333,7.068,4270,3.76,2364,3.76,2364,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Gravel, Sand, etc.",0.055,4091,18.127,1356,2.99,224,5.218,390,0.032,2308,0.023,1783,0.023,1783,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Machinery,10.252,2186,2285.419,487,604.889,129,286.187,61,3.663,1184,6.589,1002,6.589,1002,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Misc manufactured,9.652,1534,1852.379,294,513.78,82,1156.227,184,4.26,763,5.392,771,5.392,771,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Motor Vehicles, etc.",5.671,411,1636.206,119,486.603,35,220.013,16,4.152,269,1.519,142,1.519,142,0,0
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Wood, Paper, etc.",3.908,7377,800.732,1512,194.9,368,496.435,937,2.683,5044,1.225,2333,1.225,2333,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Agriculture,0.595,1295,155.81,339,19.864,43,43.381,94,0.299,670,0.296,625,0.296,625,0,0
I-205 SB Johnson,Gateway to Oregon City,454.4478799,-1225.7086,All Goods,59.663,29856,14770.615,7274,4700.363,1672,3502.119,2033,31.558,21979,28.105,7877,28.105,7877,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Chemical,0.8,1362,213.071,363,50.892,87,32.658,56,0.868,1531,-0.068,-169,0,0,0.068,169
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Coal, Oil, Waste, etc.",4.215,8261,907.907,1779,233.951,459,205.331,402,3.353,6304,0.862,1957,0.862,1957,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Electronics,16.708,593,3949.238,140,2142.633,76,421.902,15,4.691,238,12.017,355,12.017,355,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Food,8.572,5252,2082.313,1276,548.95,336,434.275,266,5.926,3580,2.646,1672,2.646,1672,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Gravel, Sand, etc.",0.033,2472,7.76,581,0.9,67,2.579,193,0.028,2034,0.005,438,0.005,438,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Machinery,11.017,2349,2887.564,616,923.37,197,435.909,93,3.889,1257,7.128,1092,7.128,1092,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Misc manufactured,9.28,1475,2678.025,426,371.326,59,1226.844,195,5.636,1010,3.644,465,3.644,465,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Motor Vehicles, etc.",5.035,365,997.762,72,233.155,17,331.335,24,4.163,270,0.872,95,0.872,95,0,0
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Wood, Paper, etc.",3.408,6433,891.166,1682,175.323,331,367.907,695,2.705,5085,0.703,1348,0.703,1348,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Agriculture,0.497,1082,113.895,248,22.551,49,41.595,91,0.312,698,0.185,384,0.185,384,0,0
I-205 SB OR 212,Gateway to Oregon City,454.1244121,-1225.735802,All Goods,45.765,27496,12032.548,6669,2794.84,1712,3228.249,1988,27.794,21884,17.971,5612,17.971,5612,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Chemical,0.651,1108,140.689,239,49.088,84,40.932,70,0.75,1322,-0.099,-214,0,0,0.099,214
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Coal, Oil, Waste, etc.",3.744,7338,795.463,1559,249.154,488,195.659,383,3.103,5834,0.641,1504,0.641,1504,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Electronics,10.416,370,2709.434,96,404.021,14,377.934,13,5.653,287,4.763,83,4.763,83,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Food,7.76,4754,2104.657,1290,543.006,333,438.156,268,5.255,3175,2.505,1579,2.505,1579,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Gravel, Sand, etc.",0.05,3751,11.694,875,2.231,167,3.539,265,0.046,3352,0.004,399,0.004,399,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Machinery,7.711,1644,2132.739,455,823.078,175,343.531,73,2.879,931,4.832,713,4.832,713,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Misc manufactured,8.624,1371,2472.806,393,418.516,67,1219.342,194,4.697,842,3.927,529,3.927,529,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Motor Vehicles, etc.",3.215,233,778.905,56,109.931,8,242.625,18,2.281,148,0.934,85,0.934,85,0,0
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Wood, Paper, etc.",3.096,5844,772.266,1458,173.264,327,324.938,613,2.817,5296,0.279,548,0.279,548,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Agriculture,0.675,1468,178.886,389,19.879,43,43.559,95,0.336,752,0.339,716,0.339,716,0,0
I-205 SB Stark,Gateway to Oregon City,455.1252361,-1225.661008,All Goods,67.876,33435,16164.033,8024,5276.467,1864,3554.58,2093,33.99,24358,33.886,9077,33.886,9077,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Chemical,0.905,1541,231.978,395,65.795,112,34.776,59,0.951,1677,-0.046,-136,0,0,0.046,136
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Coal, Oil, Waste, etc.",4.668,9150,1037.31,2033,251.217,492,218.858,429,3.716,6985,0.952,2165,0.952,2165,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Electronics,20.13,714,4276.254,152,2387.574,85,390.378,14,4.808,244,15.322,470,15.322,470,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Food,9.731,5962,2051,1257,606.88,372,434.275,266,6.813,4116,2.918,1846,2.918,1846,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Gravel, Sand, etc.",0.039,2906,9.614,719,1.272,95,2.512,188,0.03,2219,0.009,687,0.009,687,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Machinery,12,2559,3119.138,665,958.546,204,507.554,108,4.326,1398,7.674,1161,7.674,1161,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Misc manufactured,10.963,1742,3172.226,504,565.05,90,1211.114,192,5.616,1007,5.347,735,5.347,735,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Motor Vehicles, etc.",5.042,365,1118.68,81,233.155,17,331.335,24,4.374,284,0.668,81,0.668,81,0,0
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Wood, Paper, etc.",3.722,7027,968.946,1829,187.098,353,380.218,718,3.02,5678,0.702,1349,0.702,1349,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Agriculture,3.174,6907,676.542,1472,207.917,452,95.076,207,1.238,2772,1.936,4135,1.936,4135,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.52158,-1225.6323,All Goods,77.238,38772,18165.271,9346,4867.506,2202,1662.661,1057,36.758,24336,40.48,14436,40.48,14436,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Chemical,2.272,3868,577.371,983,150.808,257,46.782,80,1.135,2001,1.137,1867,1.137,1867,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Coal, Oil, Waste, etc.",3.153,6180,817.213,1602,148.616,291,75.32,148,2.956,5557,0.197,623,0.197,623,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Electronics,19.137,679,2820.933,100,1560.408,55,178.839,6,7.17,364,11.967,315,11.967,315,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Food,12.646,7748,3179.912,1948,704.329,432,329.632,202,7.214,4358,5.432,3390,5.432,3390,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Gravel, Sand, etc.",0.026,1922,7.991,598,1.98,148,0.356,27,0.024,1764,0.002,158,0.002,158,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Machinery,10.613,2263,2579.839,550,437.687,93,152.383,32,4.9,1584,5.713,679,5.713,679,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Misc manufactured,10.907,1733,3379.441,537,791.774,126,256.023,41,3.937,706,6.97,1027,6.97,1027,0,0
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Motor Vehicles, etc.",11.805,855,3433.713,249,707.381,51,375.886,27,5.596,363,6.209,492,6.209,492,0,0
