Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Chemical,0.426,752,95.211,168,50.907,90,5.339,9
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Coal, Oil, Waste, etc.",0.721,1355,138.527,260,44.04,83,26.111,49
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Electronics,0.669,34,4.929,0,2.957,0,138.01,7
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Food,0.287,173,32.177,19,28.637,17,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Gravel, Sand, etc.",0.003,226,1.121,82,0,0,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Machinery,0.739,239,128.219,41,26.503,9,31.198,10
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Misc manufactured,0.188,34,0,0,0,0,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Motor Vehicles, etc.",0.358,23,97.886,6,54.609,4,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Wood, Paper, etc.",0.196,368,55.088,104,4.521,8,5.904,11
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Agriculture,1.579,3536,338.552,758,95.539,214,88.622,199
I-84 EB 82nd,Portland Central City to Gateway,455.30577,-1225.72246,All Goods,52.046,38473,10385.39,7384,3090.813,2467,2665.809,2198
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Chemical,1.024,1805,175.719,310,66.023,116,48.937,86
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Coal, Oil, Waste, etc.",6.041,11356,1215.958,2286,376.083,707,256.449,482
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Electronics,13.566,688,2780.774,141,760.33,39,811.747,41
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Food,8.483,5125,1991.77,1203,501.255,303,359.978,217
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Gravel, Sand, etc.",0.049,3609,8.002,585,3.812,279,4.533,332
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Machinery,4.658,1506,1048.484,339,168.283,54,166.849,54
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Misc manufactured,6.205,1112,869.841,156,336.751,60,254.149,46
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Motor Vehicles, etc.",5.45,353,1142.004,74,428.122,28,290.037,19
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Wood, Paper, etc.",4.99,9382,814.287,1531,354.614,667,384.507,723
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Agriculture,1.424,3189,262.135,587,65.116,146,88.622,199
I-84 EB Grand,Portland Central City to Gateway,455.26187,-1226.57032,All Goods,52.466,39375,10380.247,7384,3020.272,2494,2626.001,2244
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Chemical,1.151,2030,205.831,363,79.487,140,48.937,86
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Coal, Oil, Waste, etc.",6.452,12129,1301.529,2447,411.631,774,279.39,525
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Electronics,13.528,686,2746.16,139,812.368,41,809.243,41
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Food,8.147,4922,1784.226,1078,429.629,260,372.393,225
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Gravel, Sand, etc.",0.052,3780,8.149,596,3.705,271,4.533,332
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Machinery,4.781,1546,1076.086,348,202.787,66,167.042,54
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Misc manufactured,6.181,1108,903.24,162,336.751,60,254.149,46
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Motor Vehicles, etc.",5.632,365,1250.909,81,297.122,19,217.567,14
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Wood, Paper, etc.",5.117,9621,841.984,1583,381.675,718,384.125,722
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Agriculture,0.953,2135,180.795,405,48.383,108,62.414,140
I-84 WB 82nd,Portland Central City to Gateway,455.3232,-1225.72461,All Goods,57,34247,12476.991,6640,3282.703,2004,2444.09,2136
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Chemical,1.223,2157,252.537,445,59.155,104,47.82,84
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Coal, Oil, Waste, etc.",4.256,8001,934.525,1757,216.342,407,222.015,417
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Electronics,16.497,837,4146.916,210,871.307,44,469.577,24
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Food,8.875,5361,1809.242,1093,584.446,353,423.881,256
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Gravel, Sand, etc.",0.042,3041,5.416,396,2.249,165,2.398,175
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Machinery,8.14,2632,1978.963,640,368.719,119,209.722,68
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Misc manufactured,7.327,1313,1305.311,234,402.768,72,541.17,97
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Motor Vehicles, etc.",5.201,337,1125.84,73,407.436,26,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Wood, Paper, etc.",4.486,8433,737.445,1386,321.897,605,465.093,874
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Agriculture,1.465,3280,288.057,645,64.377,144,82.555,185
I-84 WB Grand,Portland Central City to Gateway,455.2766,-1226.58147,All Goods,60.976,38107,12744.835,6934,3907.818,2322,2771.407,2271
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Chemical,1.353,2387,285.805,504,80.085,141,47.82,84
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,"Coal, Oil, Waste, etc.",4.755,8938,927.442,1743,251.604,473,244.024,459
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Electronics,17.167,871,4159.886,211,1147.974,58,654.606,33
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Food,9.447,5707,1821.142,1100,600.863,363,461.126,279
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,"Gravel, Sand, etc.",0.044,3233,5.937,434,2.356,172,2.398,175
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Machinery,8.463,2736,2008.636,649,394.305,127,229.202,74
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Misc manufactured,8.076,1447,1329.24,238,572.427,103,583.019,104
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,"Motor Vehicles, etc.",5.332,346,1211.7,79,414.784,27,0,0
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,"Wood, Paper, etc.",4.873,9162,706.991,1329,379.042,713,466.656,877
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Agriculture,0.016,37,7.562,17,0.73,2,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,455.010433,-1226.562712,All Goods,1.452,936,418.61,371,46.991,47,8.082,23
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Chemical,0.023,40,11.512,20,0,0,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,"Coal, Oil, Waste, etc.",0.158,296,79.688,150,12.935,24,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Electronics,0.163,8,87.92,4,0.665,0,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Food,0.386,233,131.525,79,31.528,19,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,"Gravel, Sand, etc.",0.001,85,0.449,33,0,0,0.103,8
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Machinery,0.131,42,48.405,16,0,0,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,Misc manufactured,0,0,0,0,0,0,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,"Motor Vehicles, etc.",0.488,32,24.927,2,0,0,0,0
SE Powell Blvd. EB at SE 9th Ave.,Portland Central City to Gateway,45.5010433,-122.6562712,"Wood, Paper, etc.",0.086,162,26.621,50,1.133,2,7.98,15
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Agriculture,0,0,0.222,0,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,454.9691285,-1225.77494,All Goods,0.417,417,210.013,174,6.708,9,34.645,27
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Chemical,0.009,15,4.271,8,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,"Coal, Oil, Waste, etc.",0.084,157,37.481,70,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Electronics,0.018,1,10.867,1,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Food,0.162,98,57.229,35,2.679,2,30.069,18
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,"Gravel, Sand, etc.",0,15,0,0,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Machinery,0.054,17,52.714,17,0,0,0.009,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,Misc manufactured,0,0,0,0,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,"Motor Vehicles, etc.",0.032,2,24.927,2,0,0,0,0
SE Powell Blvd. EB SE 82nd Ave.,Portland Central City to Gateway,45.49691285,-122.577494,"Wood, Paper, etc.",0.059,111,22.303,42,4.029,8,4.567,9
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Agriculture,0.001,2,0.268,1,0,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,454.9791285,-1225.774913,All Goods,0.958,657,397.695,161,37.213,42,16.38,15
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Chemical,0,0,0,0,0,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,"Coal, Oil, Waste, etc.",0.052,98,17.544,33,3.99,8,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Electronics,0.045,2,4.751,0,0,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Food,0.415,251,111.042,67,27.656,17,12.415,8
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,"Gravel, Sand, etc.",0.001,96,0.103,8,0.103,8,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Machinery,0.029,9,2.616,1,0.116,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,Misc manufactured,0.095,17,11.272,2,0,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,"Motor Vehicles, etc.",0.231,15,231.362,15,0,0,0,0
SE Powell Blvd. WB SE 82nd Ave.,Portland Central City to Gateway,45.49791285,-122.5774913,"Wood, Paper, etc.",0.089,167,18.739,35,5.349,10,3.965,7
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Agriculture,0.009,20,3.61,8,0,0,0.065,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,455.0204264,-1226.562348,All Goods,2.383,2414,550.723,592,130.239,115,30.123,56
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Chemical,0.066,116,24.202,43,2.224,4,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,"Coal, Oil, Waste, etc.",0.095,178,17.342,33,0,0,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Electronics,0.126,6,38.438,2,18.483,1,0.238,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Food,1.114,673,252.27,152,28.063,17,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,"Gravel, Sand, etc.",0.003,241,0.614,45,0.164,12,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Machinery,0.063,20,27.84,9,0.159,0,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,Misc manufactured,0.084,15,0,0,41.849,8,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,"Motor Vehicles, etc.",0.222,14,27.429,2,0,0,0,0
SE Powell Blvd. WB SE 9th Ave.,Portland Central City to Gateway,45.50204264,-122.6562348,"Wood, Paper, etc.",0.602,1131,158.978,299,39.297,74,29.82,56
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Agriculture,0.035,78,25.279,57,1.806,4,0,0
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,454.8405555,-1226.455699,All Goods,4.302,3729,750.448,761,244.59,281,99.191,100
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Chemical,0.079,139,27.832,49,0.799,1,0,0
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,"Coal, Oil, Waste, etc.",0.657,1235,120.661,227,64.079,120,11.734,22
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Electronics,0.821,42,125.293,6,7.413,0,1.232,0
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Food,0.726,438,117.653,71,52.263,32,12.415,8
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,"Gravel, Sand, etc.",0.005,397,1.284,94,0.39,28,0.103,8
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Machinery,1.115,360,155.843,50,24.426,8,48.842,16
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,Misc manufactured,0.017,3,17.467,3,0,0,0,0
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,"Motor Vehicles, etc.",0.306,20,52.431,3,48.771,3,0,0
SE McLoughlin Blvd. SB SE 17th Ave.,Portland Central City to Milwaukie,45.48405555,-122.6455699,"Wood, Paper, etc.",0.541,1017,106.704,201,44.644,84,24.864,47
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Agriculture,1.377,3084,281.407,630,60.272,135,20.091,45
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,454.8488868,-1226.450168,All Goods,5.83,5490,1138.543,1131,484.722,318,186.168,158
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Chemical,0.02,35,5.467,10,0,0,4.253,8
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,"Coal, Oil, Waste, etc.",0.3,565,78.131,147,21.943,41,18.948,36
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Electronics,1.096,56,189.175,10,0.387,0,43.345,2
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Food,1.782,1076,303.025,183,152.428,92,99.262,60
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,"Gravel, Sand, etc.",0.002,167,0.905,66,0,0,0.103,8
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Machinery,0.256,83,54.596,18,0,0,0,0
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,Misc manufactured,0.118,21,117.017,21,0,0,0,0
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,"Motor Vehicles, etc.",0.687,45,86.857,6,231.362,15,0,0
SE McLoughlin Blvd.NB SE 17th Ave.,Portland Central City to Milwaukie,45.48488868,-122.6450168,"Wood, Paper, etc.",0.191,359,21.963,41,18.331,34,0.166,0
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Agriculture,3.337,7475,555.294,1244,195.267,437,191.657,429
I-5 NB N. of OR 217,Portland Central City to Tigard,454.2857725,-1227.434697,All Goods,83.56,60879,10815.783,8266,5202.112,4015,7044.269,4099
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Chemical,4.168,7351,619.264,1092,291.859,515,225.275,397
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,"Coal, Oil, Waste, etc.",5.591,10511,576.083,1083,381.478,717,338.546,636
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Electronics,11.564,587,1358.022,69,680.362,35,1471.554,75
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Food,15.852,9576,2244.758,1356,1093.2,660,1118.365,676
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,"Gravel, Sand, etc.",0.062,4536,5.686,416,4.628,339,4.429,324
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Machinery,7.195,2326,1044.184,338,474.639,153,460.81,149
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,Misc manufactured,18.34,3287,2117.523,379,929.398,167,2187.133,392
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,"Motor Vehicles, etc.",9.683,628,1115.804,72,645.728,42,521.659,34
I-5 NB N. of OR 217,Portland Central City to Tigard,45.42857725,-122.7434697,"Wood, Paper, etc.",7.767,14603,1179.166,2217,505.552,950,524.84,987
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,Agriculture,3.974,8902,546.391,1224,228.171,511,222.089,497
I-5 NB OR 99W,Portland Central City to Tigard,454.4885107,-1227.288485,All Goods,94.871,68612,10796.092,8178,5484.686,4309,8000.397,4629
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,Chemical,4.335,7645,619.264,1092,242.775,428,253.177,446
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,"Coal, Oil, Waste, etc.",6.279,11804,568.967,1070,422.214,794,382.379,719
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,Electronics,16.572,841,1357.072,69,785.152,40,2047.11,104
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,Food,17.084,10320,2244.758,1356,1106.497,668,1150.608,695
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,"Gravel, Sand, etc.",0.083,6086,4.997,366,6.387,467,5.122,375
I-5 NB OR 99W,Portland Central City to Tigard,45.44885107,-122.7288485,Machinery,7.897,2553,1044.184,338,453.377,147,556.259,180
